一条天皇の中宮であった藤原彰子（藤原道長の娘）が自身の出家を機に道長が建てた法成寺に尼戒壇を設置した（万寿4年（1027年））が、同寺の荒廃とともに失われた。	FUJIWARA no Shoshi (a daughter of FUJIWARA no Michinaga), of the Palace of the Empress of Emperor Ichijo, placed Ama Kaidan at Hojo-ji Temple, which was built by Michinaga, when she became priestess in 1027, but it was lost in the devastation of the temple.
中世には貴族出身者はさげ尼と称して、髪を肩の辺りで削いで「尼」となることができた（勿論、授戒が受けられないために正式な尼にはなれない）。	In medieval times, aristocratic women could become 'ama' called Sage Ama by having her hair cut around shoulders (of course they couldn't become ama formally because they could not be given the precepts of Buddhism).
それ以降この風習が一般に広まり、夫と死別したり、離婚したり、老婆となった時など、姿かたちだけ「尼」となった。	Subsequently this custom became widespread, and women who were bereaved of husbands, divorced or had grown old were called 'ama' based on their appearance.
たとえば、源頼朝妻の北条政子は尼となり、権勢を振って尼将軍と呼ばれた。	For example, Masako HOJO, a wife of MINAMOTO no Yoritomo, became an ama and was called Ama Shogun because she wielded influence over government.
鎌倉新仏教は、従来の女性軽視の立場を反省し、女性の救済を説いたが、法然は、当時、愚かものの代名詞の観すらあった尼入道に深い理解を示した。	Kamakura new Buddhism regretted the former position to depreciate women and preached to relieve women, and Honen showed deep sentiment against Ama Nyudo, which was seemed to be a slang term for fools, as it were.
また、叡尊もかつての国分尼寺の総本山であった法華寺再興の際に同寺に尼戒壇を設置した（建長元年（1249年））。	In addition, Eison built Ama Kaidan at Hokke-ji Temple, which was the Great Head Temple of old provincial nunneries, when it was rebuilt (in 1249).
彼の真言律宗の布教の影響によって次第に尼への受戒が許容されるようになった。	Influenced by the missionary works of his Shingon Risshu sect, giving Buddhist precepts to ama had been gradually admitted.
鎌倉時代・室町時代には、京都・鎌倉に尼五山が定められた。	In the Kanakura and Muromachi periods, Ama Gozan was determined in Kyoto and Kamakura.
民間の巫女は修験の山伏と夫婦になって祈祷や託宣を行ったが、剃髪の風習が巫女にも及び、修験巫女は比丘尼とよばれた。	A private shrine maiden, married with an itinerant Buddhist monk of Shugen, performed worship and divine revelation together, and also adopted the custom of having her hair cut so that a Shugen shrine maiden was called Bikuni.
このような比丘尼は各地を遊行し、これを背景に八百比丘尼の伝説が生まれた。	Such bikuni went around the country, which led to the creation of the Haooyaku-bikuni (Yao-bikuni) legend.
熊野信仰を各地に広めた熊野比丘尼は六道図や熊野曼荼羅などを絵解きした。	Kumano-bikuni, who propagated the Kumano faith in various places, lectured on Rokudo-zu (i.e., paintings of the six paths of existence) are also called the "six realms" of reincarnation or Kumano Mandala (i.e., devotional paintings of the three shrines of Kumano).
江戸時代に入ると宴席にはべる歌比丘尼となり、売春に転落するものもいた。	During the Edo period, Uta Bikuni who served at a banquet appeared and some ama fell into prostitution.
尼は日本仏教のほぼ全ての宗派に置かれたが明治維新以降は儒教的な家父長制の価値観が旧武士階層以外にも広まり、これに加えて国粋主義も台頭した昭和期には日蓮正宗のように尼を廃止した例もある。	Ama was seen in nearly every Buddhist sect in Japan, but after the Meiji Restoration the values of patriarchal authority based on Confucianism became widespread among people other than those of the former warrior class, so there was an example that ama was abolished, such as occurred in the Nichiren Shoshu sect in the Showa period, when nationalism also became influential.
阿羅漢(あらかん、サンスクリット：arhat)は、仏教において、尊敬や施しを受けるに相応しい聖者のこと。	Arakan (arhat in Sanskrit) is a saint in Buddhism who is eligible to receive respect and charity.
サンスクリット語"arhat"の主格"arhan"の音写語。	It is a transcript of "arhan," the nominative of "arhat" in Sanskrit.
略称して羅漢（らかん）ともいう。	It is also abbreviated as Rakan.
漢訳は応供(おうぐ)である。	It is translated into 応供 (Ougu) in Chinese.
もとは釈迦の尊称の一つであった。	It was one of the honorific titles of Shaka.
阿羅漢を祀る寺院については、羅漢寺を参照。	For details on the temples that enshrine Arakan, see Rakan-ji Temple.
煩悩の賊(ari)を殺す（han）から殺賊（せつぞく）と言われたり、涅槃に入って迷いの世界（三界）に生れない（a（不）＋ruh（生ずる））から「不生」と言われたりするが、これはいずれも通俗語源解釈である。	It is also called 殺賊 (Setsuzoku), transferred from killing (殺す (han)) rebel (賊 (ari)) of earthly desires and '不生,' transferred from a（不）＋ruh（生ずる), which means not to relive in a wandering world (past, present and future existences, or three realms) after nirvana, but these are vulgar views of the origin of word.
本来は「価値ある」「立派な」などの意味を持つ語根〈arh-〉の派生語である。	It is originally a derivative word of the root, arh-, which means 'valuable', 'respectable' and so on.
元々、インドの宗教一般で「尊敬されるべき修行者」をこのように呼んだ。	Originally, in the general sense it meant 'respectable disciplinant' in the Indian religion.
初期仏教では、修行者の到達し得る最高位をこのように呼ぶ。	In early Buddhism it meant the top level that a disciplinant could attain.
学道を完成し、これ以上に学ぶ要がないので阿羅漢果を「無学位」という。	Arakan-ka, the state of full attainment of arhatship in which it isn't necessary to learn any more, is called 'Mugakui (無学位).'
それ以下は、不還果・一来果・預流果を「有学」（うがく）位という。	As for the grades below that, Fugen-ka (the consummation of the stage of the non-returner), Ichirai-ka (one who has fully consummated the stage of the once-returner) and Yoru-ka (one who has fully attained the stage of the stream-enterer) are called 'Ugakui (有学（うがく）位).'
（四向四果）	(Shiko Shika, four accesses and four accomplishments)
特に大乗仏教では声聞を阿羅漢と呼び、批判的に仏と区別した。	Especially in Mahayana Buddhism, Shomon was called Arakan and was distinguished from Buddha critically.
しかし、大乗仏教では二乗と呼ばれて、阿羅漢と独覚（どっかく）は「仏」になれないとされた。	However, in Mahayana Buddhism it is referred to as two vehicles, and Arakan and Dokkaku are said to be unable to become 'Buddha.'
さらには「地獄」へも堕ちることができず、その位のまま輪廻が繰り返されるとする論書さえある。	Additionally, there is a theory that they cannot even go to 'Hell' but must repeat reincarnation at the same level.
中国・日本では仏法を護持することを誓った16人の弟子を十六羅漢と呼び尊崇した。	In China and Japan, 16 disciples who swore to keep Buddhism were respected as the 16 Rakans.
また、第1回の仏典編集（結集（けつじゅう））に集まった500人の弟子を五百羅漢と称して尊敬することも盛んであった。	Moreover, 500 disciples who gathered in the first editorial meeting of Buddhist sutra (結集（けつじゅう）were called the 500 Rakans and were eagerly respected.
ことに禅宗では阿羅漢である大迦葉に釈迦の正法が直伝されたことを重視して、釈迦の弟子たちの修行の姿が理想化され、五百羅漢図や羅漢像が作られ、正法護持の祈願の対象となった。	Particularly, the Zen sect emphasized that Shaka's true dharma　(正法) was transmitted directly to Arakan, Daikasho (Mahakasyapa) and produced pictures of the 500 Rakans, and statues of Rakan idealized the figures of Shaka's disciples training, which were later worshipped to pray for keeping true dharma.
大阿羅漢難提多所説（法注記）によると、仏勅を受けて永くこの世に住し衆生を済度する役割をもった16人の阿羅漢といわれる。	According to "Daiarakan Nandai Shosetsu (Hojuki)," it means sixteen Arakans who live in this world forever by Buddha's order and serve as redeemers of living things.
賓度羅跋囉惰闍（びんどらばらだーじゃPindolabharadrāja）	Bindorabaradaja, Pindolabharadraja
十六羅漢の第一。	The first of 16 Rakans
賓頭盧尊者即ち「おびんずる様」として知られる。	It is known as Binzuru-sonja or, in other words, Obinzuru-sama.
後に、賓頭盧を別の羅漢として、十六羅漢思想を創始したとされる慶友とあわせ十八羅漢とする場合もある。	There is a view that includes Binzuru as another Rakan among "the 18 Rakans" with Keiyu, who is regarded as having originated the idea of the 18 Rakans.
所属1000人を有し、西瞿耶尼州に住す。	It has 1,000 followers and lives in the Godhanga region of the west.
迦諾迦伐蹉（かなかばっさKanakavatsa）	Kanakabassa, Kanakavatsa
所属500人を有し、北迦湿弥羅国（カシミール）に住す。	It has 500 followers and lives in Kashmir.
迦諾迦跋釐堕闍（かなかばりだじゃKanakabharadrāja）	Kanakabaridaja, Kanakabharadraja
所属600人を有し、東勝身州に住す。	It has 600 followers and lives in the Purva-Videha region.
蘇頻陀（すびんだSubinda）	Subinda, Subinda
諾距羅（なこらNakula）	Nakora, Nakula
所属800人を有し、南瞻部洲に住す。	It has 800 followers and lives in Kulu country.
跋陀羅（ばだらBhadra）	Badara, Bhadra
所属900人を有し、耽没羅州に住す。	It has 900 followers and lives in T'an-mo-lo-Chow.
諸寺の浴室では首楞厳経の記述に随いこの尊者像が安置される事が多い。	At the bathrooms of various temples, the statue of this saint is often placed in accordance with a description of the Shuryogon-gyo sutra.
迦哩迦（かりかKālika）	Karika, Kalika
所属1000人を有し、僧伽茶州に住す。	It has 1,000 followers and lives in Seng-ka-t'a.
伐闍羅弗多羅（ばじゃらぶたらVajraputra）	Bajaraputara, Vajraputra
所属1100人を有し、鉢刺拏州に住す。	It has 1,100 followers and lives in Po-la-na, Parnadvipa.
戎博迦（じゅばかJīvaka）	Jubaka, Jivaka
半託迦（はんたかPanthaka）	Hantaka, Panthaka
所属1300人を有し、忉利天に住す。	It has 1,300 followers and lives in the Touriten.
周利槃特の兄、摩訶槃特のこと。	It means Mahapanthaka, an elder brother of Shuri Handoku (Cuuda-pantaka).
羅ご羅（らごらRāhula）	Ragora, Rahula
釈尊の実子	The son of Shakuson
那伽犀那（ながせなNāgasena）	Nagasena, Nagasena
所属1200人を有し、半度波山に住す。	It has 1,200 followers and lives in Mt. Pandava.
ミリンダ王の問いに出るナーガセーナと思われる。	He seems to be Nagasena, who is seen in the scene depicting Milind's question.
因掲陀（いんがだAńgaja）	Ingada, Angaja
伐那婆斯（ばなばすVanavāsin）	Banabasu, Vanavasin
所属1400人を有し、可住山に住す。	It has 1,400 followers and lives in Habitable Mountain.
阿氏多（あじたAjita）	Ajita, Ajita
弥勒菩薩と同一視される。	It is seen as the same as Miroku Bosatsu (Maitreya Bodhisattva).
注荼半諾迦（ちゅだはんたかCūdapanthaka）	Chudahantaka, Chudapanthaka
周利槃特のこと。	It is Shuri Handoku (Cuuda-pantaka).
十六羅漢像	Statues of the 16 Rakans
建仁寺（京都府京都市）	Kennin-ji Temple (Kyoro City Kyoto Prefecture)
久遠寺（山梨県南巨摩郡身延町）	Kuon-ji Temple （Minobu-cho, Minamikoma-gun, Yamanashi Prefecture）
十八羅漢像	Statues of the 18 Rakans
萬福寺（京都府宇治市）	Mampuku-ji Temple (Uji City, Kyoto Prefecture)
五百羅漢像	Statues of the 500 Rakans
五百羅漢(盛岡市)（岩手県盛岡市）	Gohyaku Rakan, wubai luohan. Five hundred arhats (Morioka City) (Morioka City, Iwate Prefecture)
五百羅漢(遠野市)（岩手県遠野市）	Gohyaku Rakan, wubai luohan. Five hundred arhats (Tono City) (Tono City, Iwate Prefecture)
喜多院（埼玉県川越市）	Kita-in Temple (Kawagoe City, Saitama Prefecture)
成田山新勝寺釈迦堂（千葉県成田市）	Naritasan Shinsho-ji Temple Shaka-do (Narita City, Chiba Prefecture)
五百羅漢寺（東京都目黒区）	Gohyaku Rakan-ji Temple (Meguro Ward, Tokyo)
五百羅漢（島根県大田市大森町）	Gohyaku Rakan, wubai luohan. Five hundred arhats (Omori-cho Oda City, Shimane Prefecture)
愛宕念仏寺（京都市右京区）-千二百羅漢	Otagi Nenbutsu-ji Temple (Ukyo Ward, Kyoto City)（sen-nihyaku Rakan)
羅漢寺(加西市)（兵庫県加西市）-北条五百羅漢	Rakan-ji Temple (Kasai City) (Kasai City, Hyogo Prefecture)（Hojo Gohyoku Rakan)
羅漢寺(中津市)（大分県中津市）	Rakan-ji Temple (Nakatsu City) (Nakatsu City, Oita Prefecture)
東光寺(宇佐市)（大分県宇佐市）	Toko-ji Temple (Usa City) (Usa City, Oita Prefecture)
長慶寺(富山市)（富山県富山市）	Chokei-ji Temple (Toyama City) (Toyama City, Toyama Prefecture)
碧雲寺（中華人民共和国北京市）	Biyun Temple (Beijing, People's Republic of China)
西園寺（中国江蘇省蘇州市）	Xiyuansi Temple (Suzhou City, Jiangsu Province China)
九華山護国萬年寺（中国安徽省池州）	Jiuhuashan Hu Guo Wan Nien Temple (Chizhoushi, Anhui Province, China)
帰元寺（中国湖北省武漢）	GuiYuanSi Temple (WuHan City, HuBei Province, China)
寶光寺（中国四川省成都）	Baoguangsi Temple (ChengDu City, SiChuan Province, China)
筇竹寺（中国雲南省昆明）	QiongZhuSi Temple (KunMing City, YunNan Province, China)
萬佛寺（中国香港）	Man Fat Tsz Temple, Monastery of 10,000 Buddhas (Hong Kong, China)
経典（きょうてん、きょうでん、(サンスクリット語)sutra(सूत्र)sanskrit、(パーリ語)sutta）の、「経」とは仏教聖典の内、釈迦が説いた教えを記録しているもの。	Sutra,' of the Buddhist sutra (Kyoten, Kyoden, sutra in Sanskrit, sutta in Pali), means a record of Shaka's teachings among Buddhist scriptures.
修行法や戒律に関するものは「律」、経典を注釈したものは「論」と呼ばれ、経・律・論を合わせて「三蔵」と呼ぶ。	The way of ascetic training and religious precepts is called 'vinaya'; commentaries of Buddhist sutra are called 'abhidharma'; and sutra, vinaya and abhidharma are collectively called 'Tripitaka.'
「経典」という場合、狭義には「経」のみを指すが、広義には仏教典籍全般を指す。	Buddhist sutra' means only 'sutra' in a narrow sense, but in a broad sense it means all Buddhist scriptures.
その意味では仏典と同義である。	In that sense it has the same meaning as Buddhist scriptures.
代表的な経典としては、法句経、阿含経、般若経、維摩経、涅槃経、華厳経、法華三部経、浄土三部経、金剛頂経などが挙げられる。	The major Buddhist sutras include Hokku-kyo Sutra (Dhammapada), Agon-kyo Sutra, Hannya-kyo Sutra, Yuima-kyo Sutra, Nehan-kyo Sutra (Sutra of The Great Nirvana), Kegon-kyo Sutra, Hokke Sanbu-kyo Sutra (Threefold Lotus Sutra), the Three Sutras of the Pure Land (Jodosanbu-kyo Sutra), Kongocho-kyo Sutra, etc.
大きく原始仏典と大乗仏典にわかれる。	It can generally be classified into primitive sutras and Mahayana sutras.
原始仏典にはパーリ五部および漢訳の阿含経典群があり、その一部は釈尊の言葉を比較的忠実に伝えていると言われる。	Primitive sutras include five sutras of Pali and the Agon-kyo Sutra group (as translated into Chinese), and it is said that portions of these sutras adhere relatively closely to Syakamuni's words.
大乗仏典は西暦紀元前後以降、大乗仏教教団によって創作されたもので、すべて歴史上の釈尊とは直接関係のないものである。	The Mahayana sutras were created by Mahayana Buddhism religious associations beginning around the beginning of the A.D. epoch, so they have no direct relationship to the historical Syakamuni.
般若経典群、法華経、華厳経その他がこれに含まれる。	They include the Hannya-kyo sutras, the Hokke-kyo sutra, the Kegon-kyo sutra and others..
言語的には、パーリ語・サンスクリット語などのインドのものを初めとして、中国語、チベット語、モンゴル語、満州語のものがあり、西夏語のものも一部現存する。	As for languages, there are various translations ranging from Indian dialects such as Pali and Sanskrit to Chinese, Tibetan, Mongolian and Manchurian, and a part of the sutra written in the Tangut language remains as well.
漢語やパーリ語から日本語に訳したものもこれに準じる。	They have been translated into Japanese from Chinese, and Pali is also included in this.
また、経・律・論および、その注釈書などは、大蔵経もしくは一切経と呼ばれる叢書にまとめられた。	Additionally, sutra, vinaya, abhidharma and their commentaries were edited into a series called "Daizo-kyo Sutra (the Tripitaka)" or "Issai-kyo Sutra (Complete Buddhist Scriptures)."
この作業は、中国では皇帝名で行われることが多く、編入される書物の基準が厳格で、基準外のものは「蔵外（ぞうがい）」と称された。	These works were often implemented by order of the Emperor in China, where they set a tough standard to incorporate scriptures so that the scriptures that were not of the standard were called 'Zougai (蔵外).'
昭和9年（1934年）、日本で編纂された大正新脩大蔵経は、より広範囲に中国・日本撰述の典籍も含めている。	Taisho Shinshu Daizo-kyo Sutra, edited in Japan in 1934, generally includes scriptures edited or written in China and Japan.
経（スッタ、sutta）は釈迦や、弟子たちの言行録を集めたもの。	Sutra (sutta) is a collection of Skaka's and disciples' records of sayings and deeds.
釈迦の入滅後、教えを正しく伝えるために、弟子たちは経典編集の集会（結集（けつじゅう））を開き、経典整理を開始した。	Once Shaka reached nirvana, in order to transmit his teachings correctly his disciples held a meeting to edit Buddhist sutras (Ketuju, 結集) and began to classify them.
ところが、仏滅後100-200年ころには教団は多くの部派仏教に分裂し、それぞれの部派が各自の三蔵を伝持するようになった。	However, from 100 to 200 years after Shaka's nirvana, the religious association split into many Hinayana, and each one came to succeed and keep its own Tripitaka.
それらはインドの各地の言語によっていたと思われる。	Apparently, they were written in each respective language of the various regions in India.
完全な形で現存するのは、スリランカに伝えられた上座部仏教系のパーリ語経典のみで、現在、スリランカ、タイ、ミャンマーなど東南アジアの仏教国で広く用いられている。	Only the Pali Buddhist sutra of Theravada Buddhism, which was transmitted to Sri Lanka, exists in complete form; it is used widely in the Southeastern Buddhist countries such as Sri Lanka, Thailand and Myanmar.
その内容は次の通りである。	The contents are as provided below:
律蔵：経分別（戒律の本文解説）、けん度（けんど、教団の制度規定）、付録。	Vinayapitaka: Kyofunbetsu (経分別, Commentary on the Texts of Religious Precepts), Kendo (けん度, Systems and Rules of Religious Associations) and an appendix.
経蔵：長部、中部、相応部、増支部、小部の5部。	Kyozo, storehouse of sutra: the five sections of diigha-nikaaya, majjhima-nikaaya, saMyutta-nikaaya, AGguttara-nikaa and khuddaka-nikaaya.
前4部は漢訳『阿含経（あごんきよう）』に相当する。	The former four sections correspond to "Agon-kyo Sutra," as translated into Chinese.
論蔵：法集論、分別論、界説論、人施設論、論事論、双対論、発趣論の7部。	Abhidhamma-piTaka: the seven sections of DhammasaGgaNI, VibhaGga, DhAtukathA, Puggala-paJJatti, KathAvatthu, Yamaka and PaTThAna.
これらは紀元前2世紀-紀元前1世紀ころまでに徐々に形成されたもので、前1世紀ころにスリランカに伝えられたといわれ、以後、多くの蔵外の注釈書、綱要書、史書等が作られた。	These were written gradually until around 2 B.C. - 1 B.C. and are said to have been transmitted to Sri Lanka around 1 B.C.; subsequently, many commentaries, essentials and history books of Zogai were produced.
19世紀末ロンドンにパーリ聖典協会（PāliTextSociety）が設立されて原典の校訂出版等がなされ、日本では若干の蔵外文献も含めて『南伝大蔵経』65巻（1935年-1941年）に完訳されている。	At the end of the nineteenth century, the Pali Text Society was founded in London and published a revised edition of original sutras, while in Japan the 65 volumes of "Nanden Tripitaka" (1935-1941), including some Zogai scriptures, were published as a complete translation.
注意が必要なのは、パーリ語経典が必ずしも古い形を残しているとは限らない点である。	It should be remembered that Pali Buddhist sutra haven't necessarily kept the original words.
漢訳の『阿含経』には上座部に伝わったより古い形態のものがあったり、あきらかにサンスクリット語からの漢訳と考えられるものがある。	In "Agon-kyo Sutra," as translated into Chinese, there are descriptions that are older than those transmitted to Theravada Buddhism or those that seem to have been translated into Chinese from Sanskrit.
その意味で、パーリ語経典が原初の形態を伝えていると考えることは、間違いではないが正確な表現ではない。	In that sense, it is not only a false expression but also an incorrect one to think the Pali Buddhist sutra keep the original forms.
チベットにおける個別の仏典翻訳は、7世紀ソンツェン・ガンポ王の命令で、経典のチベット語訳は、トンミサンボータによって始められたが、	In Tibet, the translation of individual Buddhist scriptures was begun by order of King Songtsan Gambo in the seventh century; the translation of Buddhist sutra into the Tibetan language was begun by Tonmisanboda (トンミサンボータ).
八世紀末、仏教が国教となるのにともない、仏典翻訳は王国の国家事業となり、隣国インドより網羅的、体系的に仏典を収集し、翻訳する作業が開始され、数十年の短期間で一挙に完遂された。	In accordance with the ascendance of Buddhism as the national religion at the end of the eighth century, the translation of Buddhist scriptures became a national project of the kingdom; thus the work of collecting and translating Buddhist scriptures from India encyclopedically and systematically was begun and completed in the space of just a few decades.
サンスクリット語の原典を正確に翻訳するためのチベット語文法と語彙の整備が行われ、シャンイェシェデ、カワペルツェク、チョクロルイゲンツェンらが作業に従事、824年、一応の完成をみた。	In order to translate the original scriptures in Sanskrit, Tibetan grammar and vocabulary were set up, and due to the efforts of Shanyeshede (シャンイェシェデ), Kawaperutseku (カワペルツェク), Chokuroruigentsen (チョクロルイゲンツェン) and others it was completed in about 824.
チベット仏教における経典の分類は、他の仏教圏とも共通する「経・律・論」の三部分類よりも、「仏説部(カンギュル)」、「論疏部（テンギュル）」の２分類が重視される。	As for the classification of Buddhist sutras in Tibetan Buddhism, separation into two parts--'Bkah-hgyur' and 'Bstan-hgyur'--was given more value than that into the three parts of 'sutra, vinaya and abhidharma,' which is common to other Buddhist countries.
カンギュルとは釈尊のことばそのものである「カー」をチベット語に「ギュル」（翻訳）したもの、テンギュルとは、竜樹らインドの仏教学者たちが「カー」に対してほどこした注釈である「テン」をチベット語に「ギュル」したもの、の意味である。	Bkah-hgyur means 'hgyur (translation)' of 'Bkah,' i.e., Syakamuni's word itself, and Bstan-hgyur means 'hgyur (translation)' of 'Bstan,' i.e., a commentary of 'Bkah' by scholars of Indian Buddhism such as Ryuju.
チベットでは、経典は、信仰心を著わすものとしてながらく写本で流布していたが、中国の明朝の永楽帝は中国に使者を派遣するチベット諸侯や教団への土産として、1410年木版による大蔵経を開版、この習慣がチベットにも取り入れられ、以後、何種類かが開版されることになった。	In Tibetan, Buddhist sutras were for a long time widely distributed as manuscripts in order to reveal religious devotion, but in 1410 Emperor Yongle of China's Ming dynasty ordered the carving of wooden blocks of the Tripitaka as souvenirs for Tibetan feudal lords and religious associations that sent messengers to China; this custom was incorporated into Tibet and subsequently led to the carving of various Buddhist sutras.
北京版　永楽版カンギュル(1410年)、万暦版カンギュル(1606年)、康熙版カンギュル(1692年)、雍正版テンギュル(1724年)	Beijing edition: Bkah-hgyur of the Yongle edition (1410), Bkah-hgyur of Wanli (1606), Bkah-hgyur of the Kangxi edition (1692), Bstan-hgyur of the Yongzheng edition (1724)
リタン版　(1621-24年)	Litang edition (1621-24)
ナルタン版　カンギュル(1732年)、テンギュル(1773年)	NaTang edition: Bkah-hgyur (1732), Bstan-hgyur (1773)
デルゲ版　カンギュル(1733年)、テンギュル(1742年)	Dege edition: Bkah-hgyur (1733), Bstan-hgyur (1742)
ラサ版　カンギュル(1936年)	Lhasa edition: Bkah-hgyur (1936)
また中国では、1990年代より、洋装本の形式で刊行される中華大蔵教事業の一部として、過去の諸写本、諸版の多くを校合したテンギュルの編纂が進められている。	Moreover, in China since the 1990s as part of the Chinese Tripitaka project, which will be published in the Western style, Bstan-hgyur (including many manuscripts and editions of past times) has been edited.
以上の諸版に収録されている教典群大蔵経には、大乗の経論、ことに原典も漢訳も現存しないインド後期仏教の文献が多く含まれており、インド後期仏教の研究にも重要な意味をもっている。	The Tripitaka of Buddhist sutras in the above editions includes many commentaries on Mahayana Buddhism sutras, particularly late-stage Indian Buddhism documents of which the original scriptures and translations of Chinese do not exist, so that it has important meaning in the research of late-stage Indian Buddhism.
チベット語訳がサンスクリットの逐語訳に近く、原形に還元しやすいので、原典のない漢訳経典の原型を探るためにも重要視されている。	Tibetan translation is near to a literal translation of Sanskrit, and it is easy to deduce to original words, so that it is considered important to the research of original forms of Buddhist sutra that have been translated into Chinese, particularly when the originals no longer exist.
チベットの四大宗派のひとつニンマ派では、ある時期に埋蔵された経典（テルマgter-ma）が、時を経て、しかるべき定めを帯びたテルトン（埋蔵経典発掘者）によって発見されたとする経、論を多数有し、同派の特徴となっている。	The rNying-ma School, one of the four major religious sects in Tibet, characteristically has many sutras and abhidharmas, which insist that Buddhist sutras (gter-ma) hidden underground during a certain time were after a long time discovered by predetermined gter ston (people who excavated hidden Buddhist sutras).
テルマ（埋蔵経典）の出現は、中世以来、現代に至るまで継続しており、他の宗派からは、発掘者による創作だと見なされることが多い。	The discovery of gter-ma (hiding Buddhist sutras) has continued since the medieval period, but it is often considered as fiction by persons involved in excavation from other sects.
この派は上記の諸版とは内容、構成のことなる独自の大蔵経を有している。	This sect has its own Tripitaka, the contents and composition of which are different from those of the above editions.
中国における経典の漢訳事業は2世紀後半から始まり、11世紀末までほぼ間断なく継続された。	A project for the translation of Buddhist sutras in China was begun in the latter period of the second century and continued virtually without interruption until the end of the eleventh century.
漢訳事業の進行に伴い、訳経の収集や分類、経典の真偽の判別が必要となり、4世紀末には釈道安によって最初の経録である『綜理衆経目録』（亡佚）が、6世紀初めには僧祐によって『出三蔵記集』が作成された。	In accordance with the progress of translation into Chinese, it became necessary to collect and classify the sutras of the Chinese editions and distinguish the true Buddhist sutras from the false ones, so that at the end of the fourth century Doan SHAKU wrote "Shuri Shu-kyo Mokuroku (亡佚)," the first record of sutra, and at the beginning of the sixth century Soyu edited "Shutsu Sanzo Kishu (the Chu sanzang ji ji)."
これらの衆経ないし三蔵を、北朝(中国)の北魏で「一切経」と呼び、南朝(中国)の梁(南朝)で「大蔵経」と呼んだといい、隋・唐初に及んで両者の名称が確立し、写経の書式も1行17字前後と定着した。	These 衆経 (or Tripitaka) were said to be called 'Issai-kyo Sutra' in the northern Wei dynasty, meaning the Pei dynasty (China), while they were called 'Tripitaka' in Liang (Nanchao), meaning the Nan dynasty (China); both titles were established in Sui and the beginning of the Tang dynasty, and the form of manuscripts were determined as comprising 17 letters in a line.
隋・唐時代にも道宣の『大唐内典録』等の多くの経録が編纂されたが、後代に影響を与えたのは730年（開元18）に完成した智昇撰『開元釈教録』20巻である。	In the Sui and Tang periods many records of sutra were edited, such as "Daito Naitenroku" by Dosen, but what influenced later ages was the 20-volume "Kaigen Shakukyoroku," which was completed in 730 by Chisho.
ここでは、南北朝時代(中国)以来の経典分類法を踏襲して大乗の三蔵と小乗の三蔵および聖賢集伝とに三大別し、そのうち大乗経典を般若、宝積、大集、華厳、涅槃の五大部としたうえで、大蔵経に編入すべき仏典の総数を5048巻と決定した。	Following the classification of Buddhist sutra since the period of the Northern and Southern Dynasties (China), this classified them into the Mahayana Tripitaka, Hinayana Tripitaka and Seiken Shuden (聖賢集伝) and decided that the number of Buddhist scriptures that should be edited into the Tripitaka as 5,048 volumes by designating Mahayana sutra as Godaibu (五大部) of Hannya, Hoshaku (宝積), Taishu (大集), kegon and nirvana.
ここに収載された5048巻の経律論は、北宋以後の印刷大蔵経（一切経）の基準となった。	the period of the Northern and Southern Dynasties (China)
最初の大蔵経刊本は、北宋の趙匡胤・太宗(宋)の治世、971年-983年（開宝4-太平興国8）にかけて蜀（四川省）で版木が彫られ、都の開封に建てられた「印経院」で印刷された。	The printing block of the first edition of the Tripitaka was carved at Shu (Sichuan Province) from 971 to 983 in the era of Kyoin CHO (Song Taizong) of the Northern Sung dynasty, and was printed at 'Sutra Printing Academy,' which was built in Kaifeng, the capital.
これは古くは「蜀版大蔵経」と呼ばれていたが、現在では開版の年号をとって「開宝蔵」、あるいは太祖の詔勅に基づいて開版されたため「勅版」と呼ばれるのが一般的である。	This was called 'the Tripitaka in Shu edition' in old times; today, however, it is generally called 'Kaihozo' based on the era name at the time of the first block or as the 'rescript edition' because it was carved by the founder's imperial rescript.
『開元釈教録』によって編纂される。	It was edited in "Kaigen Shakukyoroku."
当時の「蜀大字本」の規格の文字により、毎行14字の巻子本形式であった。	It was a rolled book in which each line consisted of 14 letters standardized by 'Shu big letter book (蜀大字本)' at that time.
これは宋朝の功徳事業で、西夏、高麗、日本などの近隣諸国に贈与された。	This was a project for good deeds by Sung, and was given to neighboring countries such as Xi Xia, Goryeo and Japan.
983年に入宋した東大寺僧のちょう然（ちょうねん）は、新撰の大蔵経481函5048巻と新訳経典40巻などを下賜され、日本に持ち帰ったが、藤原道長が建立した法成寺に施入したために、寺と共に焼失してしまった。	Chonen, a priest of Todai-ji Temple who went to Sung in 983, was given 481 boxes and 5,048 volumes of Tripitaka and 40 volumes of Buddhist sutras newly translated; he brought them back to Japan, but because they were placed at Hojo-ji Temple, which was built by FUJIWARA no Michinaga, they vanished in smoke along with the temple.
ただ、新しく請来された大蔵経ということで盛んに書写されたため、その転写本が各地に幾らか残っている。	However, since it was hand-copied eagerly as the newly arrived Tripitaka, copies remain in various places.
開宝蔵の原本は、世界で12巻が確認されており、日本では京都・南禅寺および東京・書道博物館に1巻づつ所蔵されている。	Twelve original books of Kaihozo have been discovered worldwide, among which in Japan each book has been in the possession of Nanzen-ji Zen Temple in Kyoto and the Shodo Hakubutsukan Museum in Tokyo.
